Time, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, Temp, Pres, Yaw, Pitch, Roll
2021-10-23 12:18:28.727770,-267.875,-8195.5,108.0,-185,16833,6390,1880,697,976,29.09,1009.47,170.0133834045606,43.658279827368176,-22.12732009867331
2021-10-23 12:18:29.028612,-266.75,-89.5,11.75,1679,7640,-14492,1036,-1398,-891,29.07,1009.49,167.88732049355752,59.50146726313978,-25.001315370924285
2021-10-23 12:18:29.329984,-297.125,-130.125,20.625,1012,4320,-16458,-3697,-3252,-2611,29.07,1009.48,147.81627578791324,68.99844695104946,-52.8070921030024
2021-10-23 12:18:29.631123,-303.375,-202.25,47.5,-2550,-3727,-14997,-2123,-279,-1499,29.09,1009.48,109.39489762328415,66.26240387605519,-97.71361107100294
2021-10-23 12:18:29.932370,-274.0,-275.0,209.75,-1867,-15395,-4436,2656,-1275,-4284,29.08,1009.47,111.83414446452554,48.76273852041742,-92.94166012045085
2021-10-23 12:18:30.233551,-265.5,-182.0,290.25,1239,-12730,9023,2168,1097,-1445,29.09,1009.45,114.15961832678624,42.13621918341481,-80.23044770985994
2021-10-23 12:18:30.535060,-266.375,-91.75,270.75,266,-1253,17124,-1756,-124,-2508,29.12,1009.46,120.15471353148418,41.035042887777145,-66.5646012093334
2021-10-23 12:18:30.836234,-269.5,-8196.5,198.875,214,10558,13966,-343,637,-2101,29.1,1009.44,126.22861223990058,38.15645212903783,-64.6251423057814
2021-10-23 12:18:31.136649,-279.875,-8212.0,73.125,-716,13750,2854,3667,-1079,-546,29.09,1009.44,132.87985611009356,41.87567556231481,-59.54192413951995
2021-10-23 12:18:31.437275,-283.25,-105.375,11.375,236,6938,-14875,-796,15,-2360,29.07,1009.4,114.62348142841496,52.199006647442324,-81.91862733422738
2021-10-23 12:18:31.738007,-309.875,-179.75,33.75,-2750,401,-15570,-859,-1184,-567,29.08,1009.42,99.1296576277596,54.95118254581329,-103.23290437418602
2021-10-23 12:18:32.038986,-305.0,-231.0,65.25,-3621,-8636,-13222,-2854,-215,-843,29.09,1009.45,90.9092667099666,48.46888628957132,-118.1060669385465
