Time, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, Temp, Pres, Yaw, Pitch, Roll
2021-10-23 11:52:46.158763,-17.875,7.875,8199.875,-194,-1003,16936,0,0,1,27.3,1008.91,71.91079133878537,3.204427773624634,-7.608429835679667
2021-10-23 11:52:46.494464,-19.375,9.625,11.75,-166,-990,16943,2,0,-1,27.31,1008.88,65.55231103044798,5.3994842192962915,-9.010248889044552
2021-10-23 11:52:46.827132,-19.25,9.375,10.875,-154,-976,16938,0,-1,-1,27.32,1008.9,60.017084552271456,6.574286491221445,-9.825295288980971
2021-10-23 11:52:47.166854,-17.5,8200.0,12.75,-177,-987,16932,0,-1,0,27.32,1008.91,66.09738224719922,6.228645599796446,-8.667051580550673
2021-10-23 11:52:47.505073,-17.875,8.375,14.0,-132,-948,16974,0,0,-2,27.32,1008.91,61.5970071038927,7.572847076925414,-9.773429243845026
2021-10-23 11:52:47.839379,-19.375,8.125,9.625,-127,-973,16963,0,0,1,27.32,1008.9,56.17460656263388,8.075669783124955,-10.463817810634463
2021-10-23 11:52:48.180124,-22.125,7.75,8.875,-156,-993,16943,0,0,0,27.32,1008.91,50.699631996089124,8.109432944138257,-10.922925859525368
2021-10-23 11:52:48.518364,-19.375,11.875,7.75,-143,-975,16939,1,-1,1,27.32,1008.89,47.95617221843214,7.188224684750896,-10.019576354064778
2021-10-23 11:52:48.856863,-17.625,8199.5,11.625,-148,-982,16933,0,0,0,27.32,1008.91,56.16500324232109,7.055518313430057,-9.08419802127887
2021-10-23 11:52:49.193098,-14.75,8.625,8202.0,-141,-998,16940,-2,1,1,27.32,1008.86,56.8002044904687,2.832476759780614,-7.934781615202187
2021-10-23 11:52:49.532260,-14.375,7.5,10.125,-147,-998,16938,1,0,1,27.31,1008.86,52.998404162113914,3.930861400583178,-8.604009764235077
2021-10-23 11:52:49.872881,-17.75,24579.25,10.125,-143,-985,16953,-2,-2,2,27.32,1008.86,60.472011380809334,4.2323381637957045,-7.77903342226249
2021-10-23 11:52:50.209193,-20.625,8199.875,11.25,-136,-997,16939,-1,-2,0,27.31,1008.89,66.55827246703895,4.176301914698634,-7.012721900489565
2021-10-23 11:52:50.548315,-19.75,8202.375,10.625,-144,-976,16942,1,1,3,27.32,1008.86,71.45838064785437,3.932258637056161,-6.3152632991313125
2021-10-23 11:52:50.883751,-17.375,8196.75,8.25,-158,-974,16925,-2,0,0,27.31,1008.88,75.35795994350029,3.5947469749477956,-5.72741881896856
2021-10-23 11:52:51.225336,-17.0,10.5,7.75,-151,-984,16951,-1,-1,0,27.31,1008.88,68.34894918518931,5.273401422085601,-6.958159483478089
2021-10-23 11:52:51.564480,-19.875,7.125,11.75,-118,-980,16942,1,0,2,27.32,1008.9,61.99974649556552,7.148563221752025,-9.060122686626302
2021-10-23 11:52:51.905266,-19.25,9.375,11.125,-128,-975,16944,0,-1,2,27.32,1008.88,57.215733536128525,7.713945128536932,-9.737270998209036
2021-10-23 11:52:52.246734,-17.625,8200.125,12.5,-143,-1007,16935,-2,-1,0,27.32,1008.87,63.80658217426959,7.164767256722316,-8.681875884268008
2021-10-23 11:52:52.586024,-19.5,13.375,8.875,-140,-982,16936,-3,0,0,27.32,1008.93,59.21449765128947,7.160328340971103,-8.70274699441548
2021-10-23 11:52:52.927445,-18.75,10.0,8.625,-157,-983,16944,0,0,-1,27.32,1008.9,54.53793662271948,7.256174177696222,-9.04102485474678
2021-10-23 11:52:53.265858,-18.625,10.0,11.625,-180,-955,16937,0,-1,1,27.32,1008.88,51.3398090158098,7.157065918481282,-9.149994590377613
2021-10-23 11:52:53.605266,-16.25,9.75,13.5,-121,-995,16960,6,1,1,27.31,1008.89,49.628248067545115,6.6230350944617795,-8.7960332364317
2021-10-23 11:52:53.946128,-21.25,8.375,8.75,-104,-984,16954,0,0,-1,27.31,1008.9,45.35590005267535,6.424349303822621,-9.119148538978907
2021-10-23 11:52:54.281993,-17.625,11.25,9.625,-148,-977,16955,0,1,1,27.3,1008.86,43.991377574410265,5.595755968537326,-8.357141722270486
2021-10-23 11:52:54.618949,-15.25,10.125,7.0,-123,-993,16932,0,-1,-1,27.3,1008.89,42.737719982074246,4.802555535308749,-7.648343780263801
2021-10-23 11:52:54.974989,-20.5,8.75,10.625,-154,-972,16939,-2,-1,0,27.31,1008.92,40.07693134921534,4.64438568955569,-7.805334161369841
2021-10-23 11:52:55.316060,-19.75,10.5,10.25,-148,-993,16927,4,0,0,27.31,1008.87,38.65048967276306,4.146920577503184,-7.379509996488594
2021-10-23 11:52:55.654566,-15.75,9.625,11.125,-139,-986,16903,-1,0,0,27.31,1008.91,38.30270808398973,3.4935488854890067,-6.687573114777176
2021-10-23 11:52:55.993631,-18.125,8200.75,11.125,-149,-976,16944,-1,0,2,27.31,1008.93,48.17264140376834,3.923923792772334,-6.460815596220121
2021-10-23 11:52:56.326891,-17.875,16390.25,12.0,-152,-999,16898,4,-1,1,27.31,1008.94,56.5472725099843,4.069596782671591,-6.123905851346433
2021-10-23 11:52:56.665942,-18.0,8.0,9.625,-105,-968,16938,0,1,1,27.31,1008.91,51.72671636272005,4.937752948900049,-7.396477723352261
2021-10-23 11:52:57.000352,-18.25,8.25,10.75,-122,-982,16941,0,1,0,27.31,1008.89,48.03277172805446,5.31091671504514,-8.11986700967198
2021-10-23 11:52:57.342641,-18.125,11.625,13.375,-144,-1027,16949,-2,0,2,27.31,1008.9,46.54078205372494,4.9129678831966075,-7.797135614978926
2021-10-23 11:52:57.678013,-18.375,9.875,9.75,-151,-983,16926,1,0,1,27.3,1008.92,44.06056716135598,4.719669342634326,-7.748102086148123
2021-10-23 11:52:58.019052,-22.375,9.625,8199.625,-146,-972,16938,0,0,-1,27.3,1008.9,44.46452200668064,1.4492450693966705,-6.458826517133601
2021-10-23 11:52:58.360492,-20.875,9.0,9.625,-152,-975,16931,2,-1,1,27.31,1008.89,41.06152555337233,2.031847192147747,-6.901496758625557
2021-10-23 11:52:58.695854,-19.0,8.875,10.875,-127,-936,16942,0,-1,0,27.31,1008.89,38.8887726982532,2.2964919396731425,-6.979249017482499
2021-10-23 11:52:59.031093,-14.125,10.125,9.75,-62,-1123,16981,12,1,3,27.3,1008.91,38.974895261645926,1.828661587239529,-6.246502037710915
2021-10-23 11:52:59.371711,-17.125,9.5,9.125,-149,-534,17252,83,-2,-2,27.31,1008.87,37.67847837015941,1.8686704605534408,-5.624498096383039
2021-10-23 11:52:59.711327,-19.5,8.75,11.125,-136,-1027,16912,3,0,-1,27.31,1008.89,35.85201026842406,2.055787820954892,-5.933430135168761
2021-10-23 11:53:00.048044,-18.875,16.125,9.5,-132,-1005,16933,0,1,-1,27.31,1008.85,37.17691399742227,1.4314042473437387,-5.047274755157933
2021-10-23 11:53:00.380257,-15.125,7.125,11.0,-138,-948,16940,-2,0,-1,27.32,1008.91,35.83008683622786,1.6827789041902097,-5.366743841779636
2021-10-23 11:53:00.726859,-16.25,5.25,7.75,-117,-1030,16959,-2,0,1,27.31,1008.88,33.070872784576636,1.9899713623675448,-6.063754678628296
2021-10-23 11:53:01.059853,-18.25,6.0,12.375,-157,-971,16935,2,-1,0,27.32,1008.9,31.39670709951885,2.1672628642212826,-6.405611914343888
2021-10-23 11:53:01.399055,-17.875,9.125,7.25,-122,-997,16935,-1,0,-1,27.31,1008.89,31.000185601696256,1.8581385241683124,-5.869583391678767
2021-10-23 11:53:01.739840,-15.125,5.75,10.375,-146,-974,16951,0,1,0,27.31,1008.87,30.00980900392824,1.854488111048072,-5.861384426618188
2021-10-23 11:53:02.079705,-20.0,9.625,11.0,-162,-964,16938,2,-2,1,27.31,1008.88,29.766626718506537,1.628529828804926,-5.4003556434850015
2021-10-23 11:53:02.413190,-18.25,10.75,8.125,-142,-990,16935,-1,0,0,27.31,1008.87,30.299116471242137,1.2842529661039264,-4.799113640032542
2021-10-23 11:53:02.754795,-15.625,8200.0,10.375,-169,-1005,16919,0,-1,2,27.32,1008.9,41.25260852875082,2.001618894359648,-4.952830866655564
2021-10-23 11:53:03.089585,-14.75,9.25,11.75,-150,-1006,16912,-1,0,-1,27.33,1008.88,40.36583278796273,2.03237613262206,-5.067177656977401
2021-10-23 11:53:03.423383,-18.375,8.25,8.75,-139,-1004,16947,1,0,3,27.33,1008.88,37.83621754390286,2.2904604789943925,-5.611309190948387
2021-10-23 11:53:03.761295,-18.25,10.25,12.0,-149,-984,16937,0,0,2,27.32,1008.87,36.97226488187741,2.1813097607569483,-5.50876813026217
2021-10-23 11:53:04.102844,-22.875,8.125,12.0,-161,-1007,16936,-2,0,0,27.32,1008.84,34.44795547940167,2.4450982516332775,-6.145867075984312
2021-10-23 11:53:04.443895,-17.875,8.0,8.25,-197,-985,16951,2,-1,0,27.34,1008.88,33.030513175658406,2.3578233995397717,-6.0383921296264065
2021-10-23 11:53:04.775992,-18.375,7.875,9.75,-146,-1019,16934,0,0,-1,27.34,1008.84,31.833266950073664,2.238475369031077,-5.976227537207582
2021-10-23 11:53:05.117367,-16.875,7.5,10.375,-155,-1021,16925,1,1,0,27.34,1008.84,31.09937908338077,2.06964684645123,-5.780927403281623
2021-10-23 11:53:05.455250,-17.875,8201.75,14.125,-159,-946,16956,-10,0,1,27.35,1008.85,41.92027468430281,2.7658851483723925,-5.774712988269419
2021-10-23 11:53:05.798860,-15.625,12.25,11.25,-153,-954,16961,-1,-1,-2,27.34,1008.86,41.848542622722654,2.309368158511118,-5.258273222088299
2021-10-23 11:53:06.132086,-14.25,8198.125,12.75,-151,-998,16947,0,0,-1,27.35,1008.87,51.27613582174392,2.7322805737989384,-5.193985995113246
2021-10-23 11:53:06.471483,-15.875,7.875,8.75,-142,-999,16955,-1,0,0,27.35,1008.87,47.50346822843819,3.4532499318248653,-6.249025620598786
2021-10-23 11:53:06.812882,-17.875,8.375,9.625,-137,-961,16954,8,0,2,27.36,1008.87,44.22848127516849,3.804954090816941,-6.876448572558902
2021-10-23 11:53:07.146122,-19.125,8196.25,9.375,-151,-989,16953,-1,0,-1,27.36,1008.88,53.21306487934646,4.0989761103288425,-6.5257388285916615
2021-10-23 11:53:07.479073,-20.75,8197.75,8.375,-160,-950,16980,2,0,0,27.36,1008.86,60.69677565669654,4.12101004857016,-6.064263963274617
2021-10-23 11:53:07.812334,-17.375,7.75,9.375,-137,-993,16961,3,2,2,27.35,1008.89,55.31001555240244,5.312371066501106,-7.565475120804525
2021-10-23 11:53:08.151166,-20.625,8196.5,12.125,-140,-1020,16946,0,0,1,27.35,1008.85,62.36137631808523,5.122761930979082,-6.947985639340125
2021-10-23 11:53:08.492150,-17.625,7.25,6.5,-142,-970,16956,-1,-1,0,27.35,1008.86,55.82527374307659,5.897343998625199,-8.066868091527386
2021-10-23 11:53:08.832889,-21.75,8199.25,11.125,-169,-985,16952,0,0,1,27.35,1008.86,62.7577120225989,5.640312602591846,-7.32251889072387
2021-10-23 11:53:09.165997,-15.75,8.625,9.5,-151,-982,16952,1,1,0,27.36,1008.84,58.061652184756404,6.499609571490367,-8.258957452993926
2021-10-23 11:53:09.507440,-20.875,7.875,12.625,-138,-981,16952,-1,-1,0,27.37,1008.85,53.30514134771183,7.229975246190108,-9.472523746433453
2021-10-23 11:53:09.847447,-18.5,5.875,12.75,-152,-989,16950,0,0,0,27.36,1008.86,49.43829864549009,7.603731988038326,-10.400714349118704
2021-10-23 11:53:10.186838,-17.125,16388.75,10.75,-140,-972,16936,-1,-1,0,27.36,1008.87,57.38580550659864,7.383935601940649,-9.361094578707757
2021-10-23 11:53:10.527475,-19.0,4.875,10.125,-139,-981,16950,5,0,2,27.36,1008.83,51.829313004301255,8.07872742520353,-10.819061155074785
2021-10-23 11:53:10.858744,-14.75,8.75,13.125,-145,-981,16942,-3,-2,-1,27.36,1008.87,50.39746757814109,7.319204040836525,-10.027340799121959
2021-10-23 11:53:11.199123,-15.375,8.125,11.875,-146,-1013,16934,-1,1,0,27.38,1008.85,48.37153236647934,6.86869233961648,-9.678450015847062
2021-10-23 11:53:11.532009,-16.0,8.0,12.5,-166,-1012,16967,-2,-1,0,27.37,1008.9,46.45391621669867,6.458393382977704,-9.396619682377466
2021-10-23 11:53:11.870491,-17.25,8.125,11.875,-149,-982,16947,1,-1,0,27.38,1008.84,44.303406199241984,6.082301793040702,-9.188034525894407
2021-10-23 11:53:12.204680,-16.125,6.875,10.875,-167,-1039,16920,13,0,2,27.38,1008.86,42.11472699669457,5.769160241556146,-9.101760222785966
2021-10-23 11:53:12.545273,-17.5,9.75,10.0,-150,-944,16927,-3,0,0,27.38,1008.87,40.80359543699483,5.06820848948462,-8.371133654443918
2021-10-23 11:53:12.886019,-19.5,8198.875,10.0,-157,-967,16944,2,0,0,27.39,1008.84,50.22320625038364,5.364363117423228,-7.841145754832252
2021-10-23 11:53:13.226855,-16.625,7.25,9.0,-136,-1009,16953,1,1,-1,27.39,1008.88,46.53134519311221,5.54328842535848,-8.411730025949566
2021-10-23 11:53:13.559079,-18.0,9.625,9.875,-140,-1009,16946,-2,0,0,27.4,1008.87,44.17030102945418,5.208931587918683,-8.24644162588539
2021-10-23 11:53:13.900515,-16.625,6.625,7.5,-128,-963,16936,-1,0,1,27.4,1008.84,40.88510481794953,5.033459431878175,-8.396076774705174
2021-10-23 11:53:14.231309,-17.25,8199.375,9.5,-152,-949,16949,-2,0,0,27.4,1008.87,50.295587760963215,5.336975065349696,-7.851881954551861
2021-10-23 11:53:14.564502,-23.0,11.0,8200.0,-102,-924,16968,5,0,-1,27.41,1008.85,50.73286142341251,1.8728321620271813,-6.68325062194195
2021-10-23 11:53:14.905291,-18.125,8.375,10.875,-173,-1047,16957,3,-1,0,27.41,1008.86,46.99718366748053,2.8354528501368104,-7.529291230836731
2021-10-23 11:53:15.238228,-18.375,9.75,14.625,-194,-1033,16948,1,1,0,27.42,1008.86,44.94833408507581,3.2519918289198246,-7.712519303157597
2021-10-23 11:53:15.577675,-22.125,8197.125,11.125,-61,-951,16960,3,1,2,27.42,1008.88,53.799221650657735,3.70770968322011,-7.158194155481372
2021-10-23 11:53:15.908989,-16.5,8202.125,9.0,-155,-916,17168,72,-1,0,27.42,1008.87,61.172241867071854,3.868505187861378,-6.417184426295658
2021-10-23 11:53:16.248464,-17.125,8198.875,12.25,-111,-940,16945,-16,-2,1,27.42,1008.88,67.17112824476418,3.7314006214956055,-5.896070134026427
2021-10-23 11:53:16.589022,-18.375,9.875,9.375,-145,-979,16936,3,1,0,27.41,1008.86,61.17139425222936,5.182146981525819,-7.253897167542604
2021-10-23 11:53:16.925083,-20.125,16391.0,16391.0,-165,-1018,16951,0,2,0,27.41,1008.87,65.62992287002463,0.8367215416479716,-5.810312103457957
2021-10-23 11:53:17.265523,-16.625,8201.75,8.125,-182,-957,16941,-1,-1,0,27.42,1008.87,70.78938432041569,1.2808358423504254,-5.32525011415425
2021-10-23 11:53:17.613661,-19.25,10.5,12.75,-136,-977,16952,2,-1,0,27.42,1008.84,64.82013285665954,3.783290756256551,-7.143091252070075
2021-10-23 11:53:17.946822,-17.375,8.25,10.25,-138,-1055,16876,-12,0,0,27.41,1008.86,59.24298105166348,5.328475675976301,-8.553058622407177
2021-10-23 11:53:18.287554,-19.75,8198.875,8201.625,-114,-950,16943,-3,1,1,27.4,1008.84,64.10335129219521,0.7872153175937703,-6.6982041297350845
2021-10-23 11:53:18.618573,-20.875,8197.5,11.875,-102,-960,16933,-5,-1,1,27.4,1008.88,69.55148537215106,1.2869775873879186,-6.049878082470348
2021-10-23 11:53:18.959265,-20.375,11.875,8.75,-167,-946,16921,-4,0,0,27.41,1008.88,62.91001914013638,2.9419432854529615,-6.9921690363938
2021-10-23 11:53:19.298958,-19.25,8.375,9.125,-146,-1042,16925,-3,0,1,27.41,1008.91,56.760391841470344,4.351475069800225,-8.267257061092328
2021-10-23 11:53:19.637086,-19.875,11.5,8.75,-157,-933,16941,-2,-1,1,27.41,1008.89,52.45224595521109,4.683157034680587,-8.33990439062659
2021-10-23 11:53:19.974571,-20.25,10.625,9.25,-120,-1028,16879,-9,-1,0,27.41,1008.89,48.61714350172376,4.814158371683875,-8.491605708383037
2021-10-23 11:53:20.310524,-15.875,10.0,8200.0,-165,-996,16981,2,0,0,27.41,1008.9,49.07071589921845,1.52555061501132,-7.116681081716091
2021-10-23 11:53:20.648393,-20.25,9.0,9.75,-133,-979,16922,1,-1,3,27.42,1008.86,45.0731916554629,2.311572227183058,-7.621908424922148
2021-10-23 11:53:20.985973,-19.5,8.375,10.125,-154,-981,16955,0,-1,1,27.42,1008.89,41.85097354394511,2.792312206153863,-7.902150462921888
2021-10-23 11:53:21.327418,-18.625,9.625,14.0,-170,-989,16946,-7,2,-3,27.42,1008.88,40.417075754303696,2.8683951588448324,-7.6554836372716215
2021-10-23 11:53:21.665920,-17.875,9.5,12.0,-132,-982,16948,2,0,0,27.42,1008.9,39.1281555128812,2.782619583553273,-7.305668777627406
2021-10-23 11:53:22.001345,-18.5,8198.25,12.125,-113,-972,16952,4,0,2,27.41,1008.85,48.86904694989734,3.429469690437497,-6.937111012344758
2021-10-23 11:53:22.343997,-15.125,10.625,11.25,-146,-995,16941,0,0,-1,27.41,1008.88,47.34067769846111,3.4122201624724275,-6.800573439537968
2021-10-23 11:53:22.686479,-17.875,6.625,11.25,-175,-1011,16927,-4,1,-1,27.41,1008.87,43.79669826245483,4.062859399968877,-7.825907142649751
2021-10-23 11:53:23.023816,-15.0,10.75,8200.0,-130,-989,16923,10,1,1,27.41,1008.89,44.170759451018,1.0772931154798107,-6.46160998034251
2021-10-23 11:53:23.368393,-19.5,10.125,8198.75,-154,-1005,16920,0,-1,0,27.41,1008.88,44.32054494394575,-0.2655702005198651,-5.382134540748744
2021-10-23 11:53:23.708315,-17.875,8.75,8201.375,-192,-993,16904,-17,0,1,27.41,1008.89,44.39203641808644,-0.8254769393808224,-4.6168327303182375
2021-10-23 11:53:24.043466,-19.0,9.625,9.375,-216,-884,16962,31,-1,-2,27.41,1008.88,41.43465796435911,0.19017344163269956,-5.1603424286220525
2021-10-23 11:53:24.385310,-17.625,8198.625,13.875,-190,-958,16987,-6,0,1,27.41,1008.89,50.9553161375233,1.1022449970158463,-5.042005972917869
2021-10-23 11:53:24.724504,-20.375,8199.375,9.875,-190,-999,16950,1,-1,-1,27.41,1008.89,58.91885630248048,1.6653075577705823,-4.875871086601476
2021-10-23 11:53:25.071325,-19.25,6.0,8.375,-148,-962,16944,1,0,-1,27.41,1008.89,52.261360632329584,3.2484530602954345,-6.847658843124544
2021-10-23 11:53:25.412879,-17.125,7.5,9.0,-136,-1007,16951,-3,-1,-1,27.42,1008.88,47.97445504515132,3.9802912448408296,-7.741783231903618
2021-10-23 11:53:25.745239,-17.25,6.625,11.25,-157,-948,16937,5,0,2,27.41,1008.92,44.618320648438626,4.501807777930233,-8.44613564745969
2021-10-23 11:53:26.077659,-14.125,8197.75,6.75,-154,-993,16959,1,0,0,27.41,1008.9,53.47436435867723,4.8595688909999035,-7.828070885548395
2021-10-23 11:53:26.410436,-18.75,8201.625,13.25,-137,-1001,16932,-3,-2,-1,27.41,1008.88,60.85847283822789,4.836148285800775,-7.173005004674463
2021-10-23 11:53:26.746147,-18.25,6.0,12.75,-134,-986,16939,1,1,2,27.42,1008.88,55.801009362384804,6.368732156052453,-9.12778266265739
2021-10-23 11:53:27.083049,-18.625,5.5,12.375,-128,-974,16943,2,0,0,27.42,1008.93,51.268796112165724,7.161544253673461,-10.414402466572566
2021-10-23 11:53:27.416183,-18.25,7.0,9.5,-140,-985,16929,-1,-2,-1,27.41,1008.92,47.28589238455512,7.101889540222581,-10.598573317630546
2021-10-23 11:53:27.748990,-17.0,8201.75,10.875,-151,-963,16962,0,-1,1,27.4,1008.88,55.580103428474594,7.081069983719896,-9.556766632760338
2021-10-23 11:53:28.083015,-16.25,8.0,10.5,-133,-983,16968,0,-1,-1,27.4,1008.87,52.07963953166775,7.17832202400032,-9.789987412514245
2021-10-23 11:53:28.419908,-18.375,9.625,9.375,-151,-971,16923,-1,1,1,27.4,1008.86,48.782258995465355,6.845595767360366,-9.587520301891962
2021-10-23 11:53:28.764187,-16.5,9.875,10.875,-126,-994,16928,3,-2,1,27.39,1008.88,46.956578613355006,6.2095523433394995,-9.031332611094474
2021-10-23 11:53:29.097471,-20.875,9.375,9.25,-130,-971,16929,-1,0,-1,27.39,1008.86,43.64989224232639,5.866450171210905,-8.955521843443508
2021-10-23 11:53:29.440455,-17.5,6.625,12.875,-139,-1010,16925,1,-1,1,27.4,1008.89,41.44110160819535,5.653375748938983,-9.076453185975629
2021-10-23 11:53:29.797793,-20.125,6.0,9.625,-127,-963,16949,2,-1,1,27.4,1008.91,38.03738263489533,5.439851512678097,-9.315811707283949
2021-10-23 11:53:30.095538,-14.0,9.0,13.125,-136,-1004,16944,1,-2,-1,27.39,1008.86,38.52455994864311,4.193274823912094,-7.822264205089586
2021-10-23 11:53:30.392085,-18.375,8201.125,13.0,-150,-970,16948,1,0,2,27.4,1008.87,48.307379622286405,4.639287116009456,-7.416878658360913
2021-10-23 11:53:30.732879,-20.5,6.625,10.875,-135,-979,16963,0,-1,0,27.4,1008.89,44.04255019886409,5.083628281220737,-8.459824297386438
2021-10-23 11:53:31.065400,-18.625,8.625,9.875,-133,-924,16955,-2,-1,1,27.41,1008.88,41.533007376486985,4.839785329174252,-8.322033451148089
2021-10-23 11:53:31.398321,-16.25,7.0,12.375,-166,-1025,16927,3,-1,2,27.41,1008.88,39.871962735258904,4.61723938075416,-8.242978056442496
2021-10-23 11:53:31.738903,-17.75,8199.125,8.125,-139,-962,16961,-2,-1,0,27.42,1008.87,49.438148322513854,5.002532126756387,-7.749586305869639
2021-10-23 11:53:32.080372,-19.25,11.125,9.125,-149,-962,16951,4,-1,0,27.42,1008.9,46.55386764534417,4.834183193861179,-7.680267618717861
2021-10-23 11:53:32.410727,-16.375,7.5,11.75,-154,-986,16990,-3,-1,-1,27.42,1008.83,44.13872471607771,4.908303466903175,-8.015519732780382
