Time, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, Temp, Pres, Yaw, Pitch, Roll
2021-10-23 12:31:23.722363,-13.875,9.125,13.0,-141,-1401,16895,2,0,1,27.58,1009.15,175.96296345906407,11.303207076872381,1.89198189738943
2021-10-23 12:31:24.056842,-15.625,6.625,15.25,-147,-1387,16895,2,-1,1,27.36,1009.15,173.88745655345133,20.248178308014115,2.565298864337739
2021-10-23 12:31:24.391602,-13.25,9.375,11.25,-144,-1371,16890,-1,-1,1,27.37,1009.21,170.99924516264286,26.300176833222523,4.734047972550728
2021-10-23 12:31:24.725519,-12.5,8200.375,11.125,-150,-1398,16901,2,0,1,27.37,1009.24,158.6919894403686,21.88675298687859,3.910233295735666
2021-10-23 12:31:25.059159,-13.625,8.375,13.875,-183,-1392,16896,-2,-1,0,27.37,1009.22,155.93603976826356,26.079459482706113,3.7932152760800952
2021-10-23 12:31:25.391463,-12.5,7.5,15.375,-141,-1409,16898,-2,-1,0,27.37,1009.23,154.27181329089666,26.961225875746518,3.7237013036389595
2021-10-23 12:31:25.724498,-13.75,7.875,9.875,-146,-1413,16890,-1,-1,1,27.37,1009.23,150.40836114274876,30.813350712851232,3.159473127300001
2021-10-23 12:31:26.066820,-13.125,8.125,14.75,-210,-1444,16902,1,-1,2,27.36,1009.26,148.6620476947513,30.32311178842105,3.214708789803912
2021-10-23 12:31:26.399396,-15.375,7.75,14.375,-187,-1361,16902,0,0,0,27.36,1009.25,146.33139946700658,31.07358308949221,2.543788623199089
2021-10-23 12:31:26.734627,-13.875,6.125,12.125,-132,-1354,16945,-2,-3,0,27.37,1009.22,143.85040232056411,31.79831449391176,1.5712850104234795
2021-10-23 12:31:27.069746,-15.25,16386.75,12.125,-57,-1278,16915,4,1,-1,27.38,1009.22,133.96304503389592,25.561265513974217,0.9154873944613552
2021-10-23 12:31:27.405572,-15.25,8197.875,11.75,-172,-1432,16925,-1,1,2,27.38,1009.26,125.37148366529861,20.430419588358777,0.06091754710785203
2021-10-23 12:31:27.742893,-11.625,16386.5,12.75,-160,-1432,16890,2,0,0,27.38,1009.25,118.16358327640297,16.17450684382107,-0.7528915043265122
2021-10-23 12:31:28.076684,-11.375,8198.375,12.0,-176,-1402,16920,-4,-2,-1,27.38,1009.26,112.24425202030508,12.730064614777433,-1.4679988021008101
2021-10-23 12:31:28.416246,-7.25,8199.125,9.25,-146,-1426,16907,5,-1,-1,27.38,1009.22,107.46307803315524,9.950116369849834,-2.0921387165541536
